Timestamp,Main incomer Current R,Main incomer Current Y,Main incomer Current B,Main incomer VOL RY,Main incomer VOL YB,Main incomer VOL BR,Main incomer KW,Main incomer PF
01-08-2023 12:45,101.0973434,102.3843918,104.6480026,426.9761658,427.9885559,428.0848389,,76.79401636
01-08-2023 13:00,93.47806549,94.35704041,95.92021179,423.8992615,424.8111267,425.225769,,74.06877279
01-08-2023 13:15,184.0418549,187.2713928,192.0970001,425.9177246,426.8356934,427.0406494,,84.88093615
01-08-2023 13:30,161.2739868,164.7633209,169.3786011,425.0458984,426.3703308,426.3303223,,83.71132016
01-08-2023 13:45,149.9621124,153.3432007,156.3808594,422.3007202,423.5874329,423.4697266,,80.24375439
01-08-2023 14:00,193.4817657,196.680481,201.0204163,417.4994812,418.9082642,418.9037476,,85.36968231
01-08-2023 14:15,182.7973022,185.0275879,188.1512756,420.5129395,421.8136902,421.574646,,84.5579803
01-08-2023 14:30,167.529007,169.0181732,172.8344269,417.0054932,418.0177612,418.1014099,,85.12665629
01-08-2023 14:45,137.2761841,138.4571533,142.336731,417.1594238,418.5498047,418.58078,,80.9740603
01-08-2023 15:00,179.1174927,181.7257996,186.3855896,414.5027466,415.8983459,415.8833923,,84.86766219
01-08-2023 15:15,179.1423645,181.0654755,185.2577057,419.4272461,420.9204102,420.9431152,,84.99120474
01-08-2023 15:30,147.7473602,149.9943085,155.0178223,420.3591003,422.0740967,422.0956421,,81.07639551
01-08-2023 15:45,176.732254,177.2904053,182.2660828,421.9306335,423.032959,423.443512,,84.84746218
01-08-2023 16:00,178.1139984,180.0519867,185.9736023,419.0155945,420.4533386,420.6140137,,84.63650346
01-08-2023 16:15,177.7427979,178.1748047,183.875,422.9211121,424.1795044,424.5654907,,84.75336432
01-08-2023 16:30,182.6209259,183.7650909,188.3559875,423.6828003,424.924408,425.1996765,,83.88812542
01-08-2023 16:45,176.6580048,180.2360535,184.7823486,422.8825378,424.6573181,424.3996887,,85.07668972
01-08-2023 17:00,142.445755,143.2716064,148.3084564,423.1097412,424.4374084,424.3922424,,80.46087623
01-08-2023 17:15,172.2789917,175.4909058,179.5771332,422.3670349,423.9552612,423.6241455,,85.06401181
01-08-2023 17:30,127.1314011,128.8248444,133.9540405,422.4118958,423.4608765,423.583252,,81.34862185
01-08-2023 17:45,126.220253,126.8783035,134.3686676,418.6997986,420.0170898,420.4854431,,81.23178482
01-08-2023 18:00,112.9980011,113.4264908,117.8215637,425.1304321,426.282196,426.7806091,,78.66558433
01-08-2023 18:15,153.9230347,157.1851196,161.3955536,417.8977356,419.8608093,419.9596863,,85.91954708
01-08-2023 18:30,153.9570618,157.5529175,161.3640442,420.2470398,422.046814,422.0038452,,86.24258041
01-08-2023 18:45,157.5009003,161.9025879,165.8000946,414.2121582,416.0820007,415.6173401,,86.68009043
01-08-2023 19:00,105.2748413,107.4974136,112.8163376,416.1764221,417.8968201,417.8091736,,78.82721424
01-08-2023 19:15,173.0982819,176.1298218,184.5423126,414.4121094,416.4572449,416.68396,,86.144346
01-08-2023 19:30,174.2320557,174.9530334,183.5074463,418.1334839,419.9387817,420.2395935,,86.05043292
01-08-2023 19:45,141.7486725,143.2131805,151.9346313,423.3076172,425.1526184,425.69104,,84.61876512
01-08-2023 20:00,155.6966858,158.5860138,164.8180237,426.0119324,427.8705139,427.9981384,,85.05849242
01-08-2023 20:15,121.3327255,124.9053574,129.4356537,416.3534851,418.1269531,417.8752136,,82.92384744
01-08-2023 20:30,170.8618469,174.5854187,179.9828949,416.9603271,418.5779419,418.3512268,,86.0650003
01-08-2023 20:45,158.0704346,162.1615601,167.1311188,419.1082153,420.8330994,420.7521057,,84.58365202
01-08-2023 21:00,164.5868835,167.8713226,171.5442352,420.118927,421.820343,421.849823,,85.53879857
01-08-2023 21:15,120.1647339,122.1878357,127.2321014,421.5682983,423.375,423.6456909,,79.73080873
01-08-2023 21:30,164.0429688,166.1698608,174.5407104,420.4315491,422.485321,422.9807129,,84.96325612
01-08-2023 21:45,131.8623505,134.0844574,138.35289,422.9444275,424.6176453,424.2756042,,81.18777871
01-08-2023 22:00,136.6634979,138.5194244,144.0084534,424.9857788,426.3815613,426.4819031,,81.23788238
01-08-2023 22:15,133.83255,136.9007874,141.2563324,414.9682617,416.4494324,416.2857666,,83.18068385
01-08-2023 22:30,194.5764771,198.8325348,203.2055206,414.6813965,416.3371582,416.0272217,,88.7776196
01-08-2023 22:45,172.1760254,173.7744598,182.2269287,416.0977783,417.761322,418.2697449,,85.78418493
01-08-2023 23:00,171.1237183,172.2653656,180.170639,418.3020325,420.0282593,420.6172485,,86.1149013
01-08-2023 23:15,176.2171631,176.704483,187.2731781,417.2423706,419.0078735,419.4668274,,86.6784811
01-08-2023 23:30,126.8638229,126.4009018,135.7788696,415.0264893,416.6485596,417.4539185,,81.5925777
01-08-2023 23:45,140.1307831,138.073349,146.6861572,414.5787354,416.1343689,417.0779724,,82.65911937
02-08-2023 00:00,156.5438232,157.2501678,162.8538666,414.7753296,416.1581726,416.6059875,,86.77184582
02-08-2023 00:15,150.4496155,150.2404938,157.2765198,415.0958862,416.3882446,417.2590332,,86.55923009
02-08-2023 00:30,109.0106354,107.4492111,114.3203888,416.9291687,418.1541443,418.9538879,,81.57449365
02-08-2023 00:45,128.3171997,127.0494003,135.5026855,417.073822,418.5470886,419.5791931,,83.57374668
02-08-2023 01:00,122.0323639,120.142601,127.8543625,417.8692932,419.3692017,420.2449646,,80.20576835
02-08-2023 01:15,175.7727661,175.7112579,184.9511566,418.115509,419.8944397,420.7519226,,85.7198
02-08-2023 01:30,170.4797668,170.7561951,180.4829102,418.8430176,420.5552368,421.4524231,,85.88526845
02-08-2023 01:45,133.5982819,132.3627472,141.041626,420.8564453,422.4902954,423.4692688,,80.60308099
02-08-2023 02:00,194.2680359,194.7950134,202.9612732,419.5761414,421.4551086,422.224762,,87.83900142
02-08-2023 02:15,170.3060455,169.4250183,179.3791809,420.1862488,421.8344116,423.0149231,,86.05365753
02-08-2023 02:30,123.0629044,122.3725281,131.5176086,420.9125977,422.5333252,423.7146912,,79.06007171
02-08-2023 02:45,131.3642426,130.3330231,139.0791016,421.2936401,422.9289856,424.0044861,,81.08499646
02-08-2023 03:00,104.9062653,103.9030151,112.3851852,424.2320251,425.7797241,427.129425,,78.44142914
02-08-2023 03:15,128.0634003,126.989975,136.9457703,422.8190308,424.5437012,425.8216248,,80.09333014
02-08-2023 03:30,177.9627838,177.7595062,187.5319214,422.2068481,424.002655,425.2879944,,85.50316095
02-08-2023 03:45,135.9694214,134.8135071,143.5870514,423.8226318,425.4100647,426.5757141,,81.39477968
02-08-2023 04:00,168.9515228,168.8208313,177.3466492,423.1922607,424.7801514,425.9648438,,85.15378237
02-08-2023 04:15,176.6434021,176.476059,184.2559204,423.5163574,425.0966492,426.0611877,,84.98067856
02-08-2023 04:30,165.1751862,165.498291,172.1568298,422.4845886,424.0212402,424.7099609,,84.23918486
02-08-2023 04:45,170.5353851,172.0422974,179.3390656,422.3395386,424.0126343,424.8816528,,85.27399302
02-08-2023 05:00,175.867981,177.7950287,186.0167847,420.4213562,422.2381897,422.9571838,,85.56683064
02-08-2023 05:15,112.5875092,112.2859726,120.3120651,419.3548279,420.8515015,421.9323425,,79.66567278
02-08-2023 05:30,180.193222,182.3730011,189.9397583,416.5291138,418.4213867,419.1557922,,85.57780981
02-08-2023 05:45,129.6955414,129.9365234,137.3265991,417.2869263,419.0585938,419.7822266,,81.17408752
02-08-2023 06:00,191.4295349,192.9766541,200.3487396,413.28302,414.9762268,415.6994019,,88.62846494
02-08-2023 06:15,125.8298874,126.1083603,134.0461121,410.7012024,412.4552307,413.1872864,,82.55556822
02-08-2023 06:30,178.212326,180.0495911,187.8652649,407.3357239,409.4450989,409.9483337,,86.58006787
02-08-2023 06:45,180.4539795,182.3318329,186.5795593,402.3005066,404.082428,404.3183289,,86.98446751
02-08-2023 07:00,127.3701782,128.6246338,134.6692657,400.9165039,402.8787842,403.4387512,,84.36690569
02-08-2023 07:15,182.3735352,185.4191132,190.5960999,402.3658447,404.4842834,404.6298523,,89.37920332
02-08-2023 07:30,157.7947083,159.8095551,166.8079224,401.8092651,403.4249878,403.9263611,,85.95606089
02-08-2023 07:45,171.7342377,173.284668,178.9631653,406.219574,407.839447,408.1280823,,86.83743477
02-08-2023 08:00,111.7457275,111.8765335,117.7593155,408.8151855,410.5959778,410.7308655,,82.81806707
02-08-2023 08:15,107.02948,105.9605484,113.0798264,407.1922302,408.8518982,409.344635,,80.71801662
02-08-2023 08:30,122.7459946,121.2266464,127.7444992,400.9569397,402.1543579,402.8353882,,86.92736626
02-08-2023 08:45,187.4687195,187.1394653,195.6611481,402.3597412,403.8987122,404.2888794,,86.86661124
02-08-2023 09:00,141.4823456,138.5991364,147.4046021,405.2861023,406.229187,407.0394897,,83.05318952
02-08-2023 09:15,195.1192627,193.7406158,203.0079651,404.3606873,406.0802612,406.6662903,,85.99210382
02-08-2023 09:30,199.4816895,195.5060883,206.6851196,403.8082275,405.2043152,406.2124634,,85.6883347
02-08-2023 09:45,122.3290482,117.8534164,125.4490891,404.439209,405.2886658,406.350647,,84.37487483
02-08-2023 10:00,187.7214813,186.3011169,196.139328,399.8473816,401.1014099,401.8161316,,86.53143644
02-08-2023 10:15,161.9063263,161.8579102,172.5513763,404.9483337,406.1618958,406.663147,,86.63628101
02-08-2023 10:30,194.8717804,194.9595642,203.3661499,399.4710388,400.9493713,401.3648071,,86.84599996
02-08-2023 10:45,161.5799561,163.3399963,171.9437256,408.4825745,410.1542358,410.0951538,,85.41727662
02-08-2023 11:00,166.8864288,163.7944946,173.0565948,401.8429565,403.4233093,404.0815125,,83.31806064
02-08-2023 11:15,147.3930511,143.9511261,155.884079,404.4867859,406.1784668,407.3442383,,82.54526258
02-08-2023 11:30,189.2042389,187.8631897,198.0268097,405.4640808,406.9940796,408.1252136,,86.45072579
02-08-2023 11:45,197.5935516,194.4335327,207.2721405,412.9130249,414.4056091,415.4083862,,84.92262959
02-08-2023 12:00,157.8243408,156.1066589,167.3946228,413.0039978,414.276825,415.7121582,,86.00847125
02-08-2023 12:15,193.9386292,192.293045,204.3044891,412.2323914,413.8556519,415.0887146,,85.83814502
02-08-2023 12:30,125.9453125,126.7665176,135.7883911,416.7910461,418.6674805,419.458252,,81.86846375
02-08-2023 12:45,156.490097,157.6552582,163.3027649,419.2438965,420.9273376,421.2367249,,86.27107739
02-08-2023 13:00,105.9513321,106.251709,110.6203918,422.9510803,424.3223877,424.7305298,,77.78537273
02-08-2023 13:15,141.8092041,142.4538422,154.5613098,421.6838684,423.1394958,423.5766602,,80.64395785
02-08-2023 13:30,139.1028595,139.4909821,147.8379669,416.1899414,417.3788452,418.0913086,,81.45029545
02-08-2023 13:45,180.4794464,185.0453339,191.9271545,409.7582397,411.8164368,411.8490906,,86.53663397
02-08-2023 14:00,146.576004,150.485733,154.5744629,412.8716431,414.337616,414.1859436,,82.65239596
02-08-2023 14:15,187.0845184,190.1353455,194.7771454,407.6557007,408.9024963,408.7916565,,86.42562628
02-08-2023 14:30,183.0137634,184.862442,191.345047,407.9872131,409.9544983,409.9806213,,85.60113907
02-08-2023 14:45,144.4919434,144.1700592,152.1200867,403.9629822,405.5584717,406.0616455,,83.70709419
02-08-2023 15:00,144.5351105,145.3585052,151.5537415,402.7558594,404.1278992,404.2463989,,83.17998052
02-08-2023 15:15,189.9567413,190.7840576,198.6274109,405.4058838,407.2475281,407.6765137,,86.21325493
02-08-2023 15:30,132.2903595,133.4805603,140.8615723,406.7084351,408.4593811,408.9584656,,82.16814995
02-08-2023 15:45,183.015686,184.562439,191.1660614,407.1103821,408.90979,409.1342163,,86.34070754
02-08-2023 16:00,192.1356812,191.233551,204.1226654,404.6111755,406.4300537,407.0804138,,86.43479943
02-08-2023 16:15,197.8494873,197.7830658,207.0552521,409.9553223,411.5914612,412.1139832,,85.57522297
02-08-2023 16:30,156.6485748,155.5191498,162.3137817,407.0911255,408.4623718,408.9657898,,81.55390024
02-08-2023 16:45,149.2405243,148.1719513,155.041153,404.4115601,405.6840515,406.350769,,83.00719261
02-08-2023 17:00,192.7546234,193.4374084,202.2078552,408.3247986,409.8439636,410.0731201,,85.28103828
02-08-2023 17:15,121.8046188,122.02211,132.1149445,416.7241821,418.1817017,418.4139099,,79.99610901
02-08-2023 17:30,160.5782623,162.1022186,169.4156647,423.4720764,425.1609802,425.551239,,84.81738567
02-08-2023 17:45,113.6863174,115.427948,120.4834061,424.2494812,425.6123047,425.7224426,,80.94101548
02-08-2023 18:00,173.5491791,177.9356232,182.1828156,420.7622375,422.4004211,422.2982788,,85.54400206
02-08-2023 18:15,113.3668365,113.9599762,119.5623093,417.3395996,418.8693237,419.1215515,,80.17387986
02-08-2023 18:30,163.4346619,167.3402863,172.5989532,413.3291931,415.1644592,415.0883484,,86.17553711
02-08-2023 18:45,178.8006439,170.6717834,175.484314,415.0366516,416.7636108,416.5490417,,85.06377935
02-08-2023 19:00,142.97612,133.0793304,138.5295868,419.4141846,421.1849976,421.0754089,,80.03751636
02-08-2023 19:15,187.1660004,178.8778381,185.7184448,418.2961121,420.2798767,420.1034241,,85.16828418
02-08-2023 19:30,143.2750244,133.5732422,138.2665253,424.6064758,426.1176758,425.7363281,,79.25477028
02-08-2023 19:45,141.8925934,132.3507843,139.3672791,423.1661377,424.8990173,424.6459045,,79.27829623
02-08-2023 20:00,164.6267853,156.8551331,161.4118958,420.6007385,422.7030945,422.2103577,,85.18047929
02-08-2023 20:15,188.3919983,179.6424408,185.9633942,423.257843,425.3522034,424.9645081,,84.25194621
02-08-2023 20:30,146.0680847,136.2413635,144.278656,422.7033081,424.5645142,424.2402954,,80.44588566
02-08-2023 20:45,143.466629,132.9008484,139.5087738,423.1860962,425.1553345,424.9838562,,79.53774333
02-08-2023 21:00,197.7820892,189.5317688,195.8984222,422.0819702,424.3821106,424.1016235,,87.75241971
02-08-2023 21:15,181.5741425,172.9996338,178.7005463,423.888092,426.0900879,425.8554077,,84.20666456
02-08-2023 21:30,136.8140717,126.2831421,133.1897736,425.8327637,428.0870056,427.755127,,77.87535191
02-08-2023 21:45,143.4603577,133.9867401,141.4805298,420.8859863,422.9833374,422.7593079,,80.52617908
02-08-2023 22:00,185.8227539,178.5683136,185.4152069,421.6598816,424.0791321,423.6481628,,84.95245576
02-08-2023 22:15,172.7402802,164.7080231,170.3310547,421.370575,423.7053528,423.1502686,,83.83783698
02-08-2023 22:30,181.9093628,174.1635742,180.4545288,414.3755798,416.4142151,416.0708618,,85.5296433
02-08-2023 22:45,149.0462494,139.1777496,147.3868256,417.5260315,419.467041,419.1764832,,81.56725168
02-08-2023 23:00,156.1432495,146.3934021,153.6883545,418.6245117,420.5523376,420.6294556,,84.47182179
02-08-2023 23:15,183.9679108,174.862381,184.5916748,419.6881104,421.5800171,421.519165,,85.34247875
02-08-2023 23:30,151.607666,141.9848938,148.8922729,420.1795044,422.0490723,421.854187,,81.80226088
02-08-2023 23:45,185.9886169,177.5928955,183.0805359,418.0539856,419.9413452,419.5916748,,85.55700779
03-08-2023 00:00,143.7082062,134.0709229,139.3612518,418.1693726,420.0039673,419.8614502,,81.39541149
03-08-2023 00:15,119.8499603,105.3424225,113.7506256,417.4824219,419.3992615,420.1552429,,79.10116911
03-08-2023 00:30,183.0673828,172.7915497,181.1565857,415.7173462,417.7249451,417.9292297,,85.65964699
03-08-2023 00:45,187.7391815,176.6780396,184.246582,417.4841919,419.4281921,419.6517029,,85.25511622
03-08-2023 01:00,199.6102448,189.2921753,199.0760651,417.7416992,419.6786499,420.4005127,,87.57539988
03-08-2023 01:15,184.862442,172.4698792,183.0274353,419.3621826,421.3638,422.0088806,,84.59495902
03-08-2023 01:30,150.9480896,137.4241028,146.9769745,421.0127563,422.8641052,423.6047974,,81.02839589
03-08-2023 01:45,181.8389435,170.3233643,179.4031525,420.2935486,422.3676758,422.9442139,,84.7676158
03-08-2023 02:00,136.365448,122.342804,132.5615997,422.5113831,424.3964539,425.1967163,,78.20383906
03-08-2023 02:15,142.5751343,129.9651184,139.2269135,423.2293396,425.2915039,425.7319031,,78.74814272
03-08-2023 02:30,183.2530365,171.0168304,180.759079,421.7546387,423.9488831,424.4871216,,84.86081362
03-08-2023 02:45,138.0014038,124.3424225,133.2264709,424.7427368,426.7746582,427.4587708,,77.58934498
03-08-2023 03:00,117.114975,103.7953186,109.5086746,421.3061218,423.1990967,423.5400696,,75.97005963
03-08-2023 03:15,179.9839935,170.6708679,178.1665649,420.0795898,422.1223755,422.2254944,,84.92770195
03-08-2023 03:30,148.3245392,137.8339691,143.7596436,420.6272583,422.7387085,422.6725464,,80.66530824
03-08-2023 03:45,144.8699341,133.3809204,140.852951,421.5494385,423.618927,424.1008911,,79.97541428
03-08-2023 04:00,145.5562439,132.9217377,140.3828278,422.0136414,424.1742554,424.6392517,,78.79434228
03-08-2023 04:15,145.8115082,134.8696136,140.8475342,420.3460999,422.2872925,422.3972778,,81.09927177
03-08-2023 04:30,136.3642883,124.9530945,130.0625458,420.8312378,422.7024231,422.8645935,,77.77351737
03-08-2023 04:45,183.9685364,174.5417328,180.3492889,417.8323975,420.0397034,420.0745544,,84.68019962
03-08-2023 05:00,182.243988,172.9622192,179.0686798,419.4560852,421.6148682,421.5946045,,84.46653485
03-08-2023 05:15,142.7933044,130.9736938,137.1723328,419.1737976,421.0154419,421.3240051,,79.72095013
03-08-2023 05:30,150.8654327,152.5261078,158.0979004,416.4978333,418.1021118,418.6120911,,84.99748111
03-08-2023 05:45,121.8675385,122.4883118,128.9872894,416.6229858,418.1895752,418.9163513,,79.79863286
03-08-2023 06:00,128.8236237,129.5531311,137.4673462,416.2444153,418.059906,419.0357971,,80.84734678
03-08-2023 06:15,147.3527069,148.7511749,155.4684601,409.9033813,411.2755432,412.038269,,86.37247086
03-08-2023 06:30,123.1989899,124.5243835,130.8047333,408.7992859,410.6424561,411.0667419,,79.50586677
03-08-2023 06:45,140.7132416,141.3426666,146.9462433,403.097168,404.7697449,405.5238953,,83.22627544
03-08-2023 07:00,122.8451996,124.068985,129.1209106,401.7216797,403.5101929,404.2120667,,81.73244596
03-08-2023 07:15,130.4159546,132.3173981,135.9658051,405.3742065,406.9084778,407.2495117,,82.54342079
03-08-2023 07:30,185.8165588,189.5351715,193.4460144,403.499176,405.1924133,405.2933655,,89.32495713
03-08-2023 07:45,129.4525757,132.7937012,136.0603943,406.2311707,407.5778198,407.3578491,,83.81756544
03-08-2023 08:00,110.21595,112.7962341,117.4221039,404.8483276,406.2561951,406.1837769,,81.90411925
03-08-2023 08:15,118.4478607,121.3370895,124.9355698,405.4150391,406.8268738,406.6005859,,83.36064219
03-08-2023 08:30,168.941452,172.953064,177.5104065,404.0904846,405.6281128,405.572113,,86.92301512
03-08-2023 08:45,159.5933228,160.277359,167.7472382,403.6847839,405.118103,405.9544373,,86.74542308
03-08-2023 09:00,156.477478,154.9966278,161.5891418,407.0831909,408.3986511,409.1545105,,82.21663237
03-08-2023 09:15,161.0597229,160.4016113,167.1848297,402.3137207,403.769104,404.4977722,,82.83342719
03-08-2023 09:30,198.5635986,197.9407806,204.7443237,401.1026306,402.672821,403.2610168,,87.08329201
03-08-2023 09:45,185.9852448,185.2485046,192.881073,398.6558838,399.9779663,400.7646179,,86.60621643
03-08-2023 10:00,144.153656,143.9846954,151.8509521,403.7507629,404.9541321,405.4388123,,83.10354352
03-08-2023 10:15,189.0130768,190.0098419,194.3497314,409.5646667,410.6255493,410.8685303,,85.90589166
03-08-2023 10:30,195.1205597,196.396347,199.7963715,417.4249268,418.5674133,418.6905823,,84.81117487
03-08-2023 10:45,136.1872406,137.2568207,139.7002258,420.6776733,421.5934143,421.7788391,,81.13873601
