"Timestamp","BUSDUCT1 Current R","BUSDUCT1 Current Y","BUSDUCT1 Current B","BUSDUCT1 VOL RY","BUSDUCT1 VOL YB","BUSDUCT1 VOL BR","BUSDUCT1 KW","BUSDUCT1 PF"
"2023-11-25 12:30:00",14.0645418167,12.8600759506,15.368853569,407.7552490234,409.9780883789,409.5309448242,,78.9165616035
"2023-11-25 12:45:00",11.5567293167,10.7505884171,13.2432346344,413.4188232422,415.3643188477,415.5907897949,,82.5359106064
"2023-11-25 13:00:00",8.8485088348,8.1222400665,10.7223596573,416.4918823242,418.7193908691,418.8126831055,,85.1801633835
"2023-11-25 13:15:00",32.4967308044,30.3956241608,34.5344238281,419.4491882324,421.8706665039,421.6211853027,,77.5826573372
"2023-11-25 13:30:00",31.7418403625,29.6996421814,33.5205116272,419.7575378418,422.1185913086,421.9444580078,,75.0990927219
"2023-11-25 13:45:00",31.8022575378,29.5786342621,34.3084259033,416.6471862793,418.9643554688,419.0585021973,,75.927478075
"2023-11-25 14:00:00",25.240398407,23.1309356689,27.2349395752,419.3225402832,421.5622253418,421.7508239746,,72.8847384453
"2023-11-25 14:15:00",30.5051078796,28.43983078,33.1462097168,413.7236633301,415.9506835938,416.0351867676,,76.8486142159
"2023-11-25 14:30:00",18.530828476,16.7044067383,21.047668457,414.6167602539,416.8386230469,417.1142578125,,75.9442865849
"2023-11-25 14:45:00",18.4214668274,16.6043148041,21.3526535034,413.8345031738,416.1494750977,416.2941589355,,75.9118080139
"2023-11-25 15:00:00",29.9722232819,27.8148612976,32.1874847412,409.0437316895,411.2151794434,411.5721435547,,74.0198433399
"2023-11-25 15:15:00",24.4391689301,22.328666687,27.1680870056,417.260345459,419.6123657227,420,,74.5119392872
"2023-11-25 15:30:00",33.6468582153,31.0044193268,35.7038040161,413.7053222656,415.8903503418,416.5007019043,,74.5207130909
"2023-11-25 15:45:00",32.6518058777,30.180480957,38.128490448,408.787322998,410.7983093262,411.5555419922,,76.2749493122
"2023-11-25 16:00:00",30.1637382507,27.7056808472,34.4978370667,407.7996520996,409.8230895996,410.6241455078,,75.9649395943
"2023-11-25 16:15:00",18.7071723938,16.7225399017,21.2649440765,409.7909545898,411.6435852051,412.7915344238,,76.8216252327
"2023-11-25 16:30:00",23.7451667786,21.2411785126,25.7985916138,406.8637084961,409.0841064453,409.9305114746,,76.5236198902
"2023-11-25 16:45:00",22.8165130615,20.2401924133,25.97032547,406.7927246094,408.932800293,409.7629699707,,78.6272883415
"2023-11-25 17:00:00",22.9929428101,20.730890274,25.5566215515,407.2757263184,409.279296875,409.8639526367,,76.3301193714
"2023-11-25 17:15:00",29.7030410767,27.0992050171,32.8707504272,408.1186218262,410.6013793945,411.3152770996,,75.0682294369
"2023-11-25 17:30:00",23.7813034058,21.7511024475,26.5131568909,409.4073486328,412.1812133789,412.406463623,,74.9781012535
"2023-11-25 17:45:00",34.458278656,31.7147769928,36.233253479,410.5841064453,413.1255493164,413.6140441895,,75.4550337791
"2023-11-25 18:00:00",31.6685523987,29.3420200348,34.2258796692,409.342590332,411.7569274902,412.2293395996,,76.2274742126
"2023-11-25 18:15:00",14.6589536667,12.9462022781,16.312746048,409.1690979004,411.6062011719,412.0856933594,,78.4060657024
"2023-11-25 18:30:00",14.830247879,13.2432346344,16.4392166138,410.0823974609,412.3512878418,412.6335754395,,78.041189909
"2023-11-25 18:45:00",18.3004169464,16.5799598694,19.6680774689,411.2821960449,413.5741577148,413.9539489746,,75.8880317211
"2023-11-25 19:00:00",21.0788459778,19.0973377228,22.0944232941,415.9467773438,418.0604858398,418.7790527344,,74.2380917072
"2023-11-25 19:15:00",30.942445755,28.2008209229,31.5918960571,418.138092041,420.3229370117,421.0007629395,,72.6548552513
"2023-11-25 19:30:00",18.3637924194,16.4576435089,20.4907093048,417.9237976074,420.7621154785,421.3345031738,,75.9989917278
"2023-11-25 19:45:00",32.6053581238,29.6502761841,34.401058197,420.4213562012,422.6451416016,424.0257873535,,73.0028748512
"2023-11-25 20:00:00",31.4877929688,28.7893619537,32.6084594727,421.4166259766,423.4020996094,424.1144104004,,72.5668311119
"2023-11-25 20:15:00",32.715171814,29.9064216614,34.7342338562,424.5928344727,426.9698486328,427.6372375488,,72.8666603565
"2023-11-25 20:30:00",18.2091007233,16.4176921844,21.776632309,423.1125793457,425.917388916,426.3364562988,,75.5344152451
"2023-11-25 20:45:00",19.3548164368,17.3743877411,22.8563289642,421.5484008789,424.3973999023,425.0723571777,,75.3526985645
"2023-11-25 21:00:00",21.7511024475,19.5779800415,23.8491783142,423.3532409668,426.3797912598,426.9378662109,,73.4347462654
"2023-11-25 21:15:00",14.8914318085,13.0317602158,16.2413692474,421.1452941895,423.801574707,424.554107666,,76.7310082912
"2023-11-25 21:30:00",28.3882770538,25.7495937347,29.2385425568,422.7487487793,425.4223327637,426.3900146484,,71.7560470104
"2023-11-25 21:45:00",30.8999710083,28.5178756714,32.8030662537,421.9807434082,424.6600341797,425.2366638184,,73.178511858
"2023-11-25 22:00:00",15.7839517593,14.1183109283,18.3142127991,424.7227478027,427.558807373,428.470703125,,78.2103300095
"2023-11-25 22:15:00",16.485244751,14.5864086151,18.726064682,424.6781921387,427.2317199707,428.4774169922,,78.5338938236
"2023-11-25 22:30:00",15.9463329315,14.1183109283,18.9965591431,424.8430480957,427.6162719727,428.4151306152,,78.6723852158
"2023-11-25 22:45:00",32.9352302551,30.0345153809,34.7458648682,419.8116760254,422.2979736328,423.2687683105,,72.3700106144
"2023-11-25 23:00:00",32.5883140564,29.938495636,36.4722557068,422.6995849609,425.3652648926,426.0491943359,,73.0823040009
"2023-11-25 23:15:00",30.2690601349,27.7785148621,32.8138427734,421.7764892578,424.3993225098,425.1565246582,,73.5074877739
"2023-11-25 23:30:00",30.1302280426,27.5190868378,31.8879127502,421.3125305176,423.9777526855,424.7323303223,,71.4677512646
"2023-11-25 23:45:00",13.9853029251,12.12413311,16.3003559113,423.0754394531,425.8675842285,426.8157653809,,78.002756834
"2023-11-26 00:00:00",7.6217226982,6.6520614624,10.8068246841,424.8935241699,427.3818054199,428.3872375488,,88.4543657303
"2023-11-26 00:15:00",7.588511467,6.5139422417,9.101776123,425.590057373,427.9895324707,429.037109375,,87.2277259827
"2023-11-26 00:30:00",7.5149326324,6.5448870659,9.1294822693,425.8673706055,428.4080505371,429.2660217285,,87.2367024422
